workflow_name,workflow_id,file_path,state,active_last_7_days,not_utilized_last_7_days_including_disabled,runs_7d,last_run_at_utc,success_7d,failure_7d,cancelled_7d,timed_out_7d,action_required_7d,queued_or_in_progress_7d,workflow_dependencies,granted_access_permissions,rate_limit_included,variable_mappings,tokenized_variable_refs,copilot_variable_refs,variable_ref_count,has_variable_mapping,branch_update_conflict_risk,branch_update_conflict_reasons,branch_update_conflict_mitigation_vars,trigger_types,workflow_dispatch_enabled,workflow_call_enabled,schedule_enabled,workflow_run_enabled,timeout_configured,concurrency_configured,runner_labels,artifact_upload_steps,recommended_portfolio_action,copilot_smoke_posture,portfolio_note
Repo Var Sync (Scheduled),241771441,.github/workflows/repo-var-sync-schedule.yml,active,True,False,1,2026-05-15T07:21:07Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write,True,"{""vars"": [""AGENT_HANDOFF_TIMEOUT_SECONDS"", ""AUTO_PROMOTE_TIER_ENABLED"", ""CODEX_CI_FAILURE_RATE"", ""CODEX_CI_FAILURE_THRESHOLD"", ""CODEX_CI_LAST_GREEN_SHA"", ""CODEX_CLI_API_URL"", ""CODEX_COVERAGE_THRESHOLD"", ""CODEX_LOG_LEVEL"", ""CODEX_NETWORK_MODE"", ""COGNITIVE_BRAIN_ALLOWED_ACTORS"", ""COGNITIVE_BRAIN_INJECTION_ENABLED"", ""COGNITIVE_BRAIN_LTM_RETENTION_DAYS"", ""COGNITIVE_BRAIN_MAX_CONTEXT_TOKENS"", ""COGNITIVE_BRAIN_MEMORY_TIER"", ""COGNITIVE_BRAIN_PATTERN_MIN_CONFIDENCE"", ""COGNITIVE_BRAIN_SESSION_NUMBER"", ""COPILOT_AGENT_AUTH_ENABLED"", ""COPILOT_AGENT_FIREWALL_ENABLED"", ""COPILOT_AGENT_MAX_AUTONOMY_LEVEL"", ""COPILOT_AGENT_SESSION_RESTORE_ENABLED"", ""COPILOT_CLI_BASE_URL"", ""COPILOT_CLI_ENABLED"", ""EMBEDDING_INDEX_AUTO_REBUILD""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [""AGENT_HANDOFF_TIMEOUT_SECONDS"", ""AUTO_PROMOTE_TIER_ENABLED"", ""CODEX_CI_FAILURE_RATE"", ""CODEX_CI_FAILURE_THRESHOLD"", ""CODEX_CI_LAST_GREEN_SHA"", ""CODEX_CLI_API_URL"", ""CODEX_COVERAGE_THRESHOLD"", ""CODEX_LOG_LEVEL"", ""CODEX_NETWORK_MODE"", ""COGNITIVE_BRAIN_ALLOWED_ACTORS"", ""COGNITIVE_BRAIN_INJECTION_ENABLED"", ""COGNITIVE_BRAIN_LTM_RETENTION_DAYS"", ""COGNITIVE_BRAIN_MAX_CONTEXT_TOKENS"", ""COGNITIVE_BRAIN_MEMORY_TIER"", ""COGNITIVE_BRAIN_PATTERN_MIN_CONFIDENCE"", ""COGNITIVE_BRAIN_SESSION_NUMBER"", ""COPILOT_AGENT_AUTH_ENABLED"", ""COPILOT_AGENT_FIREWALL_ENABLED"", ""COPILOT_AGENT_MAX_AUTONOMY_LEVEL"", ""COPILOT_AGENT_SESSION_RESTORE_ENABLED"", ""COPILOT_CLI_BASE_URL"", ""COPILOT_CLI_ENABLED"", ""EMBEDDING_INDEX_AUTO_REBUILD""], ""copilot_focus_vars"": [""AGENT_HANDOFF_TIMEOUT_SECONDS"", ""CODEX_CI_FAILURE_RATE"", ""CODEX_CI_FAILURE_THRESHOLD"", ""CODEX_CI_LAST_GREEN_SHA"", ""CODEX_CLI_API_URL"", ""CODEX_COVERAGE_THRESHOLD"", ""CODEX_LOG_LEVEL"", ""CODEX_NETWORK_MODE"", ""COGNITIVE_BRAIN_ALLOWED_ACTORS"", ""COGNITIVE_BRAIN_INJECTION_ENABLED"", ""COGNITIVE_BRAIN_LTM_RETENTION_DAYS"", ""COGNITIVE_BRAIN_MAX_CONTEXT_TOKENS"", ""COGNITIVE_BRAIN_MEMORY_TIER"", ""COGNITIVE_BRAIN_PATTERN_MIN_CONFIDENCE"", ""COGNITIVE_BRAIN_SESSION_NUMBER"", ""COPILOT_AGENT_AUTH_ENABLED"", ""COPILOT_AGENT_FIREWALL_ENABLED"", ""COPILOT_AGENT_MAX_AUTONOMY_LEVEL"", ""COPILOT_AGENT_SESSION_RESTORE_ENABLED"", ""COPILOT_CLI_BASE_URL"", ""COPILOT_CLI_ENABLED""]}","TVAR_AGENT_HANDOFF_TIMEOUT_SECONDS,TVAR_AUTO_PROMOTE_TIER_ENABLED,TVAR_CODEX_CI_FAILURE_RATE,TVAR_CODEX_CI_FAILURE_THRESHOLD,TVAR_CODEX_CI_LAST_GREEN_SHA,TVAR_CODEX_CLI_API_URL,TVAR_CODEX_COVERAGE_THRESHOLD,TVAR_CODEX_LOG_LEVEL,TVAR_CODEX_NETWORK_MODE,TVAR_COGNITIVE_BRAIN_ALLOWED_ACTORS,TVAR_COGNITIVE_BRAIN_INJECTION_ENABLED,TVAR_COGNITIVE_BRAIN_LTM_RETENTION_DAYS,TVAR_COGNITIVE_BRAIN_MAX_CONTEXT_TOKENS,TVAR_COGNITIVE_BRAIN_MEMORY_TIER,TVAR_COGNITIVE_BRAIN_PATTERN_MIN_CONFIDENCE,TVAR_COGNITIVE_BRAIN_SESSION_NUMBER,TVAR_COPILOT_AGENT_AUTH_ENABLED,TVAR_COPILOT_AGENT_FIREWALL_ENABLED,TVAR_COPILOT_AGENT_MAX_AUTONOMY_LEVEL,TVAR_COPILOT_AGENT_SESSION_RESTORE_ENABLED,TVAR_COPILOT_CLI_BASE_URL,TVAR_COPILOT_CLI_ENABLED,TVAR_EMBEDDING_INDEX_AUTO_REBUILD,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN","AGENT_HANDOFF_TIMEOUT_SECONDS,CODEX_CI_FAILURE_RATE,CODEX_CI_FAILURE_THRESHOLD,CODEX_CI_LAST_GREEN_SHA,CODEX_CLI_API_URL,CODEX_COVERAGE_THRESHOLD,CODEX_LOG_LEVEL,CODEX_NETWORK_MODE,COGNITIVE_BRAIN_ALLOWED_ACTORS,COGNITIVE_BRAIN_INJECTION_ENABLED,COGNITIVE_BRAIN_LTM_RETENTION_DAYS,COGNITIVE_BRAIN_MAX_CONTEXT_TOKENS,COGNITIVE_BRAIN_MEMORY_TIER,COGNITIVE_BRAIN_PATTERN_MIN_CONFIDENCE,COGNITIVE_BRAIN_SESSION_NUMBER,COPILOT_AGENT_AUTH_ENABLED,COPILOT_AGENT_FIREWALL_ENABLED,COPILOT_AGENT_MAX_AUTONOMY_LEVEL,COPILOT_AGENT_SESSION_RESTORE_ENABLED,COPILOT_CLI_BASE_URL,COPILOT_CLI_ENABLED",27,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule",True,False,True,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Repository Health Monitoring,227019951,.github/workflows/repository-health-monitoring.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [""CANDIDATE_COUNT"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""TOTAL_SIZE""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY",,6,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule",True,False,True,False,True,True,ubuntu-latest,1,keep-enabled-scheduled,unobserved-7d,Scheduled path; 0 recent runs can still be cadence- or window-dependent.
🔖 Required Actions Version Enforcer,259959441,.github/workflows/required-actions-enforcer.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write | pull-requests: write | issues: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [""GITHUB_ENV"", ""GITHUB_OUTPUT""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY",,4,True,medium,write-capable and event-triggered; potential merge or stale-head conflict during main updates,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","push,pull_request,workflow_dispatch,schedule,issues",True,False,True,False,True,True,ubuntu-latest,0,keep-enabled-scheduled,unobserved-7d,Scheduled path; 0 recent runs can still be cadence- or window-dependent.
Resilient Validation Suite,234295850,.github/workflows/resilient_validation.yml,active,True,False,1,2026-05-15T04:04:54Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write | checks: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [""BASE_REF"", ""BODY"", ""CHANGED_FILES"", ""GITHUB_OUTPUT"", ""IS_DRAFT"", ""IS_PROMOTION_PR"", ""WEC_SECTION""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY",,9,True,low,no direct write patterns detected or low branch-drift interaction risk,,pull_request,False,False,False,False,True,True,ubuntu-latest,3,keep-enabled-wec-critical,observed-green,WEC always-required or merge-required; disabling interrupts approval or merge-readiness gates.
restore-pipeline CI,259903484,.github/workflows/restore-pipeline-ci.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [], ""secrets"": [], ""env_context"": [], ""shell_env"": [""GITHUB_ENV"", ""GITHUB_WORKSPACE""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",,,2,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,pull_request",False,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Root Organization Validation,225516282,.github/workflows/root-org-validation.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write | issues: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""CHANGED_FILES"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,6,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,3,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Runner diagnostics — self-hosted readiness,199837371,.github/workflows/runner-diagnostics.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [""RUNS_ON""], ""secrets"": [], ""env_context"": [], ""shell_env"": [""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",TVAR_RUNS_ON,,2,True,low,no direct write patterns detected or low branch-drift interaction risk,,workflow_dispatch,True,False,False,False,True,True,"${{ fromJSON(vars.RUNS_ON || '[""self-hosted"",""linux""]') }}",0,already-disabled,disabled,Already non-active in GitHub Actions.
rust-error-validator Observation (D_CAPABLE),241771442,.github/workflows/rust-error-validator-observation.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [], ""secrets"": [], ""env_context"": [], ""shell_env"": [""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",,,1,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule",True,False,True,False,True,True,ubuntu-latest,0,keep-enabled-scheduled,unobserved-7d,Scheduled path; 0 recent runs can still be cadence- or window-dependent.
Rust-Python Hybrid Swarm CI/CD,222429757,.github/workflows/rust_swarm_ci.yml,active,True,False,1,2026-05-15T03:07:13Z,0,0,0,0,0,0,"{""reusable_calls"": [""cost-gate.yml""], ""workflow_run_upstreams"": []}",read-all,True,"{""vars"": [], ""secrets"": [""CODECOV_TOKEN"", ""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODECOV_TOKEN,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,4,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,pull_request,issues,release",False,False,False,False,True,True,${{ matrix.os }} | ubuntu-latest,6,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Generate SBOM,200542063,.github/workflows/sbom.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | actions: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""SBOM_FILE"", ""SIZE""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,5,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,pull_request,workflow_dispatch,issues,release",True,False,False,False,True,True,ubuntu-latest,1,already-disabled,disabled,Already non-active in GitHub Actions.
Scan and Report GitHub Secrets and Variables,219542474,.github/workflows/scan-secrets-variables.yml,active,True,False,2,2026-05-15T04:04:54Z,2,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | issues: write | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,3,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Scheduled Archival,216390778,.github/workflows/scheduled-archival.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [""cost-gate.yml""], ""workflow_run_upstreams"": []}",permissions: | contents: write | pull-requests: write | issues: write,True,"{""vars"": [], ""secrets"": [], ""env_context"": [], ""shell_env"": [""CANDIDATES"", ""COUNT"", ""GITHUB_OUTPUT"", ""LARGE_FILES"", ""LAST_MOD"", ""SIZE""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",,,6,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule,issues",True,False,True,False,True,True,ubuntu-latest,0,already-disabled,disabled,Already non-active in GitHub Actions.
Scheduled Dependency Audit & SBOM,208390102,.github/workflows/scheduled-dependency-audit.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | security-events: write,True,"{""vars"": [], ""secrets"": [], ""env_context"": [""ALLOW_MULTIARCH"", ""PYTHON_VERSION""], ""shell_env"": [""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TENV_ALLOW_MULTIARCH,TENV_PYTHON_VERSION",,4,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule,issues",True,False,True,False,True,True,ubuntu-latest,2,already-disabled,disabled,Already non-active in GitHub Actions.
🔐 Secrets Baseline Enforcer,259959436,.github/workflows/secrets-baseline-enforcer.yml,active,True,False,5,2026-05-15T16:55:44Z,3,0,0,0,2,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write | pull-requests: write | issues: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [""EXIT"", ""FILE"", ""FIXED"", ""GITHUB_OUTPUT"", ""LINENO"", ""OUTPUT""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY",,8,True,medium,write-capable and event-triggered; potential merge or stale-head conflict during main updates,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","push,pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,keep-enabled-active,approval-gated-or-mixed,Observed runs in the last 7 days.
Security Alert Notification,221077343,.github/workflows/security-alert-notification.yml,active,True,False,1,2026-05-15T09:53:39Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | security-events: read | issues: write | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [""ALERTS_JSON"", ""CRITICAL_COUNT"", ""HIGH_COUNT"", ""ISSUE_SUMMARY""], ""shell_env"": [""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TENV_ALERTS_JSON,TENV_CRITICAL_COUNT,TENV_HIGH_COUNT,TENV_ISSUE_SUMMARY",,7,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule,issues",True,False,True,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Security Scanning Suite,227027195,.github/workflows/security-scanning-suite.yml,active,True,False,6,2026-05-15T16:55:44Z,3,0,1,0,2,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | security-events: write | issues: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [""PYTHON_VERSION""], ""shell_env"": [""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""SECRETS_COUNT""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN,TENV_PYTHON_VERSION",,7,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,pull_request,workflow_dispatch,workflow_call,schedule,issues",True,True,True,False,True,True,ubuntu-latest,3,keep-enabled-wec-critical,approval-gated-or-mixed,WEC always-required or merge-required; disabling interrupts approval or merge-readiness gates.
Security Scanning,215110020,.github/workflows/security-scanning.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,already-disabled,disabled,Already non-active in GitHub Actions.
Bootstrap Security Tools from Variables,219518061,.github/workflows/security-tools-bootstrap.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write,True,"{""vars"": [], ""secrets"": [], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",,,0,False,low,no direct write patterns detected or low branch-drift interaction risk,,workflow_dispatch,True,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
⚡ Self-Approve Pending Workflow Runs,268651138,.github/workflows/self-approve-pending-runs.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | actions: write        # approve / rerun workflow runs | pull-requests: read   # list open PRs and their HEAD SHAs | contents: read        # checkout for scripts,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY",,4,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule,workflow_run",True,False,True,True,True,True,ubuntu-latest,0,already-disabled,disabled,Already non-active in GitHub Actions.
Self-Healing CI,223032333,.github/workflows/self-healing.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",default,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY",,2,True,low,no direct write patterns detected or low branch-drift interaction risk,,workflow_dispatch,True,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Semgrep SAST (SARIF Upload),203195011,.github/workflows/semgrep_sarif.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | security-events: write | pull-requests: write | issues: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""CHUNK_COUNT""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,4,True,low,no direct write patterns detected or low branch-drift interaction risk,,"push,pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,1,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Session Incremental Summary Reminder,240052210,.github/workflows/session-incremental-summary-reminder.yml,active,True,False,22,2026-05-15T17:58:18Z,22,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | pull-requests: write | issues: write | contents: read,True,"{""vars"": [], ""secrets"": [""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",TSEC_GITHUB_TOKEN,,1,True,low,no direct write patterns detected or low branch-drift interaction risk,,"schedule,issues",False,False,True,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Session Watchdog — Timebox & Continuity Enforcement,239965372,.github/workflows/session-watchdog.yml,active,True,False,5,2026-05-15T16:03:08Z,4,0,1,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | pull-requests: write | issues: write | contents: read,True,"{""vars"": [], ""secrets"": [""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",TSEC_GITHUB_TOKEN,,1,True,medium,orchestration-sensitive chain; can conflict via workflow_run ordering when branch becomes behind,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","issue_comment,issues",False,False,False,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
ShellCheck (IMDS Tooling),207155238,.github/workflows/shellcheck.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,already-disabled,disabled,Already non-active in GitHub Actions.
Status Gate (.statusrc),203190381,.github/workflows/status_gate.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",read-all,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,3,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,already-disabled,disabled,Already non-active in GitHub Actions.
Sync Environment Variables,220309709,.github/workflows/sync-env-vars.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [], ""secrets"": [], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",,,0,False,medium,orchestration-sensitive chain; can conflict via workflow_run ordering when branch becomes behind,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","push,workflow_dispatch",True,False,False,False,True,True,ubuntu-latest,0,review-manually-high-impact,unobserved-7d,Idle but branch-sensitive or write-capable; verify downstream automation before disable.
CI Telemetry Collection,238359394,.github/workflows/telemetry-collection.yml,active,True,False,1,2026-05-15T02:58:48Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [""CODEX_CACHE_VERSION""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [""AUTO_FIX_COUNT"", ""BRANCH"", ""COVERAGE_COUNT"", ""DAYS"", ""FAILED_RUNS"", ""FAILURE_RATE"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""REPORT_FILE"", ""THRESHOLD"", ""TOTAL_RUNS""], ""repo_var_matches"": [], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION""]}","TVAR_CODEX_CACHE_VERSION,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY",CODEX_CACHE_VERSION,14,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule,issues",True,False,True,False,True,True,ubuntu-latest,1,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Template Lint (HTML includes),203197427,.github/workflows/template_lint.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",read-all,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,3,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,already-disabled,disabled,Already non-active in GitHub Actions.
